"Symbol","Date","Open","High","Low","Close","Volume"
"VIXY",2025-12-15,28.3799991607666,29.3400001525879,28.2700004577637,28.6900005340576,2748200
"VIXY",2025-12-16,28.7700004577637,29.2900009155273,28.3999996185303,28.5699996948242,2994600
"VIXY",2025-12-17,28.4799995422363,29.1800003051758,28.1499996185303,29.0599994659424,2698100
"VIXY",2025-12-18,28.3500003814697,28.7900009155273,27.9099998474121,28.1100006103516,2495800
"VIXY",2025-12-19,27.8600006103516,27.8600006103516,26.8500003814697,27.0499992370605,2572800
"VIXY",2025-12-22,26.4699993133545,26.6100006103516,25.9699993133545,26.1200008392334,2567500
"VIXY",2025-12-23,26.3500003814697,26.3500003814697,26.0799999237061,26.2199993133545,1528600
"VIXY",2025-12-24,26.1599998474121,26.3099994659424,26.0400009155273,26.1900005340576,882800
"VIXY",2025-12-26,26.0499992370605,26.4799995422363,26.0400009155273,26.1399993896484,1456400
"VIXY",2025-12-29,26.4099998474121,26.4099998474121,25.6299991607666,25.8600006103516,1921600
"VIXY",2025-12-30,25.75,25.75,25.3700008392334,25.4699993133545,1363200
"VIXY",2025-12-31,25.4899997711182,26.2000007629395,25.2700004577637,25.6399993896484,2132700
"VIXY",2026-01-02,25.2299995422363,25.7199993133545,25.1399993896484,25.2099990844727,2317600
"VIXY",2026-01-05,25.1000003814697,25.5699996948242,24.9500007629395,25.5699996948242,1918000
"VIXY",2026-01-06,25.5300006866455,25.5599994659424,25.1499996185303,25.2600002288818,1514800
"VIXY",2026-01-07,25.3099994659424,25.7999992370605,25.3099994659424,25.6800003051758,3168600
"VIXY",2026-01-08,25.7800006866455,25.8199996948242,25.2099990844727,25.3400001525879,3371800
"VIXY",2026-01-09,25.3199996948242,25.6100006103516,24.8099994659424,24.9799995422363,2694900
"VIXY",2026-01-12,25.4799995422363,25.4899997711182,24.9699993133545,25.0300006866455,1563900
"VIXY",2026-01-13,24.9200000762939,25.9200000762939,24.8799991607666,25.6299991607666,3052800
"DUST",2025-12-15,7.59000015258789,8.10000038146973,7.57000017166138,7.88000011444092,29961200
"DUST",2025-12-16,7.84000015258789,8.11999988555908,7.6399998664856,7.90999984741211,26575900
"DUST",2025-12-17,7.67000007629395,7.94999980926514,7.57999992370605,7.71999979019165,31460200
"DUST",2025-12-18,7.82000017166138,7.90000009536743,7.48000001907349,7.76999998092651,34803100
"DUST",2025-12-19,7.78999996185303,7.78999996185303,7.21999979019165,7.38000011444092,30228900
"DUST",2025-12-22,6.94000005722046,7.05999994277954,6.73000001907349,6.8899998664856,46266300
"DUST",2025-12-23,6.80000019073486,7.03999996185303,6.76999998092651,6.78000020980835,50083500
"DUST",2025-12-24,6.86999988555908,7.09999990463257,6.84999990463257,6.88000011444092,25887100
"DUST",2025-12-26,6.73999977111816,6.90999984741211,6.59000015258789,6.65999984741211,52372400
"DUST",2025-12-29,7.26000022888184,7.59000015258789,7.21000003814697,7.46000003814697,48205700
"DUST",2025-12-30,7.05999994277954,7.32000017166138,7,7.26999998092651,54369700
"DUST",2025-12-31,7.3600001335144,7.48000001907349,7.13000011444092,7.44000005722046,65045300
"DUST",2026-01-02,7.23999977111816,7.90999984741211,7.21999979019165,7.46999979019165,42365900
"DUST",2026-01-05,7.15000009536743,7.19999980926514,6.63000011444092,7.01000022888184,60008000
"DUST",2026-01-06,6.8899998664856,6.90000009536743,6.40000009536743,6.44999980926514,51963200
"DUST",2026-01-07,6.78999996185303,6.98999977111816,6.55999994277954,6.55999994277954,51144900
"DUST",2026-01-08,6.8899998664856,6.90999984741211,6.5,6.5,43446800
"DUST",2026-01-09,6.46999979019165,6.55000019073486,6.28000020980835,6.38000011444092,46690500
"DUST",2026-01-12,6.01000022888184,6.01999998092651,5.76000022888184,5.94999980926514,65183300
"DUST",2026-01-13,5.76999998092651,5.86999988555908,5.65999984741211,5.84000015258789,65965100
